ID Date "Start time" "End time" Time "Agenda item" "Case no" "Case type" "Agenda title" "Subject 1" "Subject 2" Name Gender Party Role Title Birth Age Text
20100112145137 2010-01-12 14:51:37 14:51:40 3 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "fru lone dybkjær for en kort bemærkning."
20100112145140 2010-01-12 14:51:40 14:52:31 51 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Lone Dybkjær" Female RV medlem nil 1940-05-23 70 "ja tak. jeg forstår på beslutningsforslaget – og det regner jeg så med er rigtigt – at justitsministeren har sagt, at hvis det fandt sted i danmark, ville det være i uoverensstemmelse med dyreværnsloven. så det ville altså ikke kunne lade sig gøre. men på den anden side laver man altså plukning af levende gæs og andre fugle i ungarn og polen, og så mener man, at de ikke påføres smerte. hvordan kan det være, at man ligesom har accepteret det i alle de andre lande, når alle de andre lande ikke gør det? det må vel være ud fra nogle dyrevelfærdshensyn, at man ikke har gjort det. hvordan kan det være, at den forklaring fra ungarn og polen ligesom får lov at køre, og at man skal have nye beviser, når alle andre lande faktisk mener, at det påfører dyrene smerte?"
20100112145231 2010-01-12 14:52:31 14:52:33 2 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ministeren.
20100112145233 2010-01-12 14:52:33 14:53:33 60 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Brian Mikkelsen" Male KF minister Justitsministeren 1966-01-31 44 "det er et rigtig godt spørgsmål, og det er også derfor, det kun kan løses i eu. hele diskussionen er meget teknisk, forstået på den måde at der er en forskel på, om man plukker fjerene – det er forbudt – eller om man høster modne fjer, som er tilladt. og der er det klart, at eksempelvis ungarn holder sig til, at de kun gør det, der er lovligt, og det er jo den dialog, der også er mellem ungarn og kommissionen. derfor er jeg også glad for, at kommissionen, hvilket jeg var inde på i min tale, overvejer at anmode den europæiske fødevaresikkerhedsmyndighed om en udtalelse om, hvordan plukning af fjer påvirker fuglenes velfærd. og der har man så den dialog, som man må have respekt for, i forhold til kommissionen og medlemslandene. men man kan undre sig over de samme ting, som den radikale ordfører gør her, når man nu ved, at det er forbundet med smerte, hvilket man kan se i tv-programmet."
20100112145333 2010-01-12 14:53:33 14:53:37 4 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "fru lone dybkjær."
20100112145337 2010-01-12 14:53:37 14:54:25 48 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Lone Dybkjær" Female RV medlem nil 1940-05-23 70 "det, der undrer mig, er jo langsommeligheden i det her, altså hvorfor man ikke kan gå sådan lidt mere direkte til værks. det er jo ikke sådan, at det er ti lande, det er to lande, som ensidigt har den opfattelse, at det ikke påfører dyrene smerte. det er sådan set det, der undrer mig, altså at kommissionen ikke er gået hårdere til værks, og at man ikke tidligere har prøvet at sætte noget mere alvorligt ind mod det her. så vil jeg godt spørge om en anden ting. nu har man vel ikke så mange gæs i fri dressur, om jeg så må sige, altså løbende rundt, men man har dog fugle, og ville man da, hvis det nu var nogle fugle, der fløj omkring, og som man plukkede, have nogle midler i eu til at gøre noget ved det, eller gælder det udelukkende dyr, som man holder i forbindelse med landbrugsformål?"
20100112145425 2010-01-12 14:54:25 14:54:29 4 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ministeren.
20100112145429 2010-01-12 14:54:29 14:54:49 20 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Brian Mikkelsen" Male KF minister Justitsministeren 1966-01-31 44 "det sidste spørgsmål her fra den radikale ordfører kan jeg ikke svare helt nøjagtigt på; der ville jeg meget gerne have, at jeg kunne svare på det under udvalgsbehandlingen – altså den forskel, der ville være, hvis det var en fugl, som kom ned fra himlen og så blev fanget med net, eller det var en fugl i opdræt. det vil jeg gerne svare på under udvalgsbehandlingen, så jeg giver et rigtigt svar."
20100112145449 2010-01-12 14:54:49 14:54:53 4 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "en kort bemærkning fra hr. per clausen."
20100112145453 2010-01-12 14:54:53 14:55:51 58 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Per Clausen" Male EL medlem nil 1955-02-20 55 "jeg skal starte med at rose justitsministeren for, at han går grundigt og seriøst ind i den her sag; man kunne ønske sig, at den grundighed og seriøsitet bredte sig til andre ministre i regeringen, når det f.eks. handlede om flygtningebørns vilkår i danmark. men det skal jo ikke komme justitsministeren til skade, at han tager den her sag alvorligt, selv om andre ministre i regeringen tager andre vel lige så alvorlige problemer meget lemfældigt. det, jeg så til gengæld vil spørge justitsministeren om, er: hvori består tvivlen i den her sag? hvad er det, der skal undersøges i eu? er ministeren i tvivl om, at plukning af fjer fra levende fugle giver unødvendige lidelser for disse fugle? det har justitsministeren jo ikke været i tvivl om tidligere, for han var jo helt enig i, at det ville være forbudt i danmark. så hvad er forklaringen på, at man i eu er nødt til at igangsætte en undersøgelse for at finde ud af, om der er tale om unødvendig lidelse, som påføres fuglene?"
20100112145551 2010-01-12 14:55:51 14:55:53 2 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ministeren.
20100112145553 2010-01-12 14:55:53 14:56:50 57 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Brian Mikkelsen" Male KF minister Justitsministeren 1966-01-31 44 "nu skal man jo ikke sådan skride til lovgivning eller sanktioner på baggrund af en tv-udsendelse, men det er jo årsagen til, at vi også diskuterer det her i dag, og derfor må man jo godt kommentere en sådan tv-udsendelse. den viser jo, at der er smerte forbundet med det. nu er jeg jo blot lægmand, og derfor må det jo være saglig rigtigt, at der er folk, der undersøger det her, og derfor er spørgsmålet altså: er det plukning af fjer fra levende gæs, eller er det, som man bl.a. jo også antyder i ungarn, såkaldt høst af modne fjer, som er tilladt. i det sidste tilfælde kan det jo altså være, at høsten af fjer foregår i den periode, hvor gæssene fælder, og hvor fjerdunene er løse i forvejen og kan fjernes uden smerte for gæssene. derfor synes jeg, det er rigtigt, at man får undersøgt det til bunds og så kommer med nogle konklusioner på baggrund af det."
20100112145650 2010-01-12 14:56:50 14:56:53 3 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "hr. per clausen."
20100112145653 2010-01-12 14:56:53 14:57:36 43 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Per Clausen" Male EL medlem nil 1955-02-20 55 "jeg vil bare gentage mit spørgsmål: er justitsministeren eller nogen af de eksperter her i danmark, som beskæftiger sig med de her spørgsmål, i tvivl om, at det, der sker i de pågældende lande, er udtryk for, at fuglene mishandles? jeg synes ærlig talt, at det godt kunne få en til at få den tanke, at når eu som reaktion på det her igangsætter en undersøgelse, er det ikke så meget, fordi man i tvivl, som at man vil have tiden til at gå, og det synes jeg faktisk er ret kedeligt. for hvis det er det, der er tale om, så kunne der jo være meget fornuft i, at man fra dansk side valgte at sige: det vil vi ikke vente på, det vil vi ikke finde os i, så gennemfører vi et importforbud for at sætte lidt skub i den her proces."
20100112145736 2010-01-12 14:57:36 14:57:38 2 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ministeren.
20100112145738 2010-01-12 14:57:38 14:58:24 46 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Brian Mikkelsen" Male KF minister Justitsministeren 1966-01-31 44 "det har jeg ikke grundlag for at tro at man i eu spekulerer i. for det, der ligesom også nuancerer det, er, at hvis man spørger de ungarske myndigheder, siger den ungarske veterinærdirektør til eu-kommissionen – sådan, som jeg i hvert fald har fået det fortalt – at ungarn  ikke det er jo ligesom en nuance, som skal med, hvis man i ungarn siger, at man ikke bruger de metoder, og at de er ulovlige i ungarn. det er derfor, det er vigtigt lige at få boret ud, hvad der er op og ned, hvad der er lovligt, og hvad der ikke er lovligt."
20100112145824 2010-01-12 14:58:24 14:58:40 16 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "tak til ministeren. hr. michael aastrup jensen som ordfører for venstre."
20100112145840 2010-01-12 14:58:40 15:01:01 141 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Michael Aastrup Jensen" Male V medlem nil 1976-03-16 34 "der er ingen tvivl om, at dyrevelfærd er en vigtig del af det danske værdisæt, og at vi også internationalt skal arbejde for at fremme disse værdier. der er heller ingen tvivl om, at vi var mange, der blev meget forarget over dokumentaren i dr tilbage i august sidste år om dette område. dyrevelfærd kan dog ikke ses ude af kontekst, især når det som her er dyrevelfærd uden for danmarks grænser, der er tale om. da det er handelspolitiske sanktioner, der bliver foreslået, er vi nødt til at tage hensyn til, at handelspolitik af gode grunde i høj grad reguleres internationalt. som justitsministeren nævnte, er regulering af varehandel med tredjelande noget, der hører under eu’s kompetence, hvilket som udgangspunkt betyder, at danmark ikke på egen hånd kan regulere handelen i kina. også bestemmelser i wto-reglerne taler imod et nationalt dansk importforbud, da handelshindringer som udgangspunkt ikke er tilladt. teoretisk set kan det godt lade sig gøre at indføre nationale restriktioner trods disse regler, men dette kan kun ske, hvis en lang række eu- og wto-betingelser er opfyldt, og som ministeren understregede for kort tid siden, opfylder vi dem næppe. i og med at importen af fjer og dun fra kina udgør en meget lille del af danmarks samlede import af dun og fjer og at vi alligevel næppe ville kunne gøre nogen større forskel for dyrene i kina ad denne vej, forventes det, at det vil være så godt som umuligt at få et sådant forbud formuleret og godkendt af eu og wto, for slet ikke er tale om vanskelighederne ved at håndhæve det i praksis. dermed kan vi i venstre kun give ministeren ret i, at en eventuel regulering af import af fjer og dun fra kina skal ske i eu-regi eller på internationalt niveau. også når det kommer til import af dun fra ungarn og polen, mener vi, at eventuelle restriktioner skal diskuteres i eu-regi, såfremt kommissionens igangværende undersøgelse viser, at der reelt finder ulovlig plukning sted. derfor kan venstre ikke støtte beslutningsforslaget."
20100112150101 2010-01-12 15:01:01 15:01:06 5 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "der er en kort bemærkning fra fru marlene harpsøe."
20100112150106 2010-01-12 15:01:06 15:01:34 28 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Marlene Harpsøe" Female DF medlem nil 1983-08-03 27 "som dansk folkepartis dyrevelfærdsordfører, og nu hvor det her forslag i hvert fald for os i dansk folkeparti handler om dyrevelfærd, er jeg selvfølgelig lidt overrasket over, at venstre stiller med deres eu-ordfører. den tolkning, som i hvert fald jeg kan drage ud af det, er, at eu i den her sammenhæng er vigtigere for venstre end dyrevelfærd. er det det, jeg skal tolke ud af det her?"
20100112150134 2010-01-12 15:01:34 15:01:37 3 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ordføreren.
20100112150137 2010-01-12 15:01:37 15:02:11 34 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Michael Aastrup Jensen" Male V medlem nil 1976-03-16 34 "nej, det skal dansk folkepartis ordfører ikke tolke ud af det her. nu er jeg jo også tidligere dyrevelfærdsordfører – men det ved ordføreren måske ikke – så jeg har skam arbejdet med dyrevelfærd før. nu er det sådan, at sagen hører til i europaudvalgets regi, så derfor har vi taget hånd om den. men må jeg ikke have lov til at slå fast, som jeg også gjorde i indledningen af min tale, at alle os, der så dokumentarudsendelsen, jo er enige i, at det, vi så, var fuldstændig skræmmende billeder, og derfor skal der selvfølgelig også tages hånd om det internationalt. for det er nu engang sådan, at vi er med i både eu og wto, og derfor er vi også nødt til at håndhæve de regler, der findes i de to organisationer."
20100112150211 2010-01-12 15:02:11 15:02:15 4 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 "fru marlene harpsøe."
20100112150215 2010-01-12 15:02:15 15:03:09 54 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Marlene Harpsøe" Female DF medlem nil 1983-08-03 27 "det glæder mig da, at venstres ordfører siger, at man i venstre bekymrer sig om dyrevelfærd. det er vi da glade for i dansk folkeparti, men samtidig ønsker vi os også noget handling. vi ønsker handling fra regeringens side og fra venstres side som regeringsparti, og i den her sag mener vi også, at venstre som regeringsparti bør tage ansvaret på sig og sige: vi tør godt tage udfordringen op, både i forhold til wto og eu-retten. for justitsministeren har jo i flere svar til retsudvalget, bl.a. til mig, bekræftet, at det er muligt at indføre importforbud både efter eu-retten og efter wto-bestemmelserne. så jeg vil gerne spørge hr. michael aastrup jensen: tør regeringen, tør venstre tage et opgør og tage udfordringen op og sikre, at import af dun og fjer fra levende fugle til danmark bliver forbudt?"
20100112150309 2010-01-12 15:03:09 15:03:12 3 2010-01-12-7 61 B "1. behandling af b 61: om forbud mod import af dun og fjer fra kina." Business none "Mogens Lykketoft" Male S formand "Første næstformand" 1946-01-09 64 ordføreren.
